,Class_0,Class_1
0,0.9629629629629629,0.8148148148148148
1,0.9923664122137404,0.967741935483871
2,0.9701492537313433,0.8571428571428571
3,0.9558823529411765,0.7692307692307693
4,1.0,1.0
5,0.948905109489051,0.72
6,1.0,1.0
7,1.0,1.0
8,1.0,1.0
9,0.9922480620155039,0.9696969696969697
