,Class_0,Class_1
0,0.9285714285714286,1.0
1,0.9848484848484849,1.0
2,0.9420289855072463,1.0
3,0.9154929577464789,1.0
4,1.0,1.0
5,0.9027777777777778,1.0
6,1.0,1.0
7,1.0,1.0
8,1.0,1.0
9,1.0,0.9411764705882353
