,AS_train,AS_test
0,1.0,0.8928571428571429
1,1.0,0.9285714285714286
2,1.0,0.8928571428571429
3,1.0,0.8571428571428571
4,1.0,0.8571428571428571
5,1.0,0.9285714285714286
6,0.9876543209876543,0.9285714285714286
7,1.0,0.8928571428571429
8,1.0,0.8214285714285714
9,1.0,0.9285714285714286
