,Class_0,Class_1
0,0.9848484848484849,1.0
1,0.9848484848484849,1.0
2,0.9848484848484849,1.0
3,1.0,1.0
4,1.0,0.9411764705882353
5,1.0,1.0
6,1.0,1.0
7,1.0,1.0
8,0.8666666666666667,1.0
9,1.0,1.0
