,Class_0,Class_1
0,1.0,0.9375
1,1.0,0.9375
2,1.0,0.9375
3,1.0,1.0
4,0.9846153846153847,1.0
5,1.0,1.0
6,1.0,1.0
7,1.0,1.0
8,1.0,0.375
9,1.0,1.0
